""," Features ","BALANCE","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PAYMENTS","Kmeans_model.cluster"
"11","11",-0.132941924289535,-0.203640385545551,-0.348388196117939,0.313836249972746,-0.259423592289012,1.04699106147981,-0.669302669634522,1.35846856312293,-0.34068952295884,-0.0434338688273015,-0.246073935023949,3
"12","12",-0.45156138988842,0.0645375394789367,0.358055261192259,-0.420435702447356,-0.453705065030698,-1.33452889279439,-0.35071722016333,-1.33891481926488,-0.0502969832640177,-0.116747980470299,-0.37646423404554,2
"13","13",-0.0252792965283418,0.873585794533497,0.97409601377259,0.0864055400237296,-0.290383791233879,1.04699106147981,-0.35071722016333,1.07938727713594,0.108229485433773,-0.310180014907712,-0.410074855428112,3
"14","14",-0.311622179596263,0.367260846622529,-0.297201140505756,1.21053318579417,-0.0869023880830608,0.253151076721745,-0.681127306144481,0.521221356173144,0.376011137055148,0.141763129958497,-0.0483939767377794,3
"15","15",0.57885499102016,0.180853622954066,0.360162648073248,-0.445296758699128,-0.546485081670279,0.158125900217092,0.344147254860391,-0.137165724149217,-0.991556326838602,-0.742625515678298,-0.341930305122871,3
"16","16",2.55765985726509,0.120567720926559,-0.236026861100898,1.09109722243045,0.400508497784412,-0.540688908036323,-0.0233131034883746,-0.31602585077664,-0.509522118415974,-0.296855551114465,0.0681403557679439,3
"17","17",0.241778189951768,-0.103049872038226,-0.13890816006772,-0.208107270329282,0.634405014313125,0.613752499537474,-0.140608279435476,0.463301235005612,-0.0274936943575724,-0.445445539302409,-0.484746075050931,3
"18","18",-0.735244022248181,-0.391682774955443,-0.268249959585759,-0.136979160062584,-0.520811873588056,-0.8053011778357,-0.66466141471289,-0.874191771739439,-0.558336846102955,-0.375569314357387,-0.532176214105213,2
"19","19",0.201849324818733,-0.398550597564276,-0.452401487239848,-0.340010182756248,-0.201169614922253,-0.0114611930776316,-1.01154135706252,-0.036944564789655,0.233332033675796,0.138054739816272,-0.0259721727975009,2
"20","20",0.966202301777394,-0.448106742818862,-0.487592803486826,-0.272250756472268,-0.448906777511251,1.04699106147981,-0.812490520548813,1.35846856312293,-0.991556326838602,-0.4311286192192,-0.256196499834214,3
"21","21",0.215132528088413,-0.552160115259577,-0.491742909749177,-0.521709742340442,-0.462380124105074,-0.0114611930776316,-0.833712289797332,0.242140070186158,-0.991556326838602,-0.416813120136065,-0.543058826870885,2
"22","22",2.3091057127501,2.34651575521934,3.05790328380477,-0.214628832677615,-0.603548073618694,1.04699106147981,2.29257536249655,1.35846856312293,0.454534729700829,0.000324425261422972,0.0973197911578007,3
"23","23",-0.691346125130493,-0.252498028705451,-0.405635314355058,0.196704264447511,-0.466206923057867,1.04699106147981,-0.563790932893138,1.35846856312293,-0.825770367993583,-0.490162609187261,0.194563283929195,3
"24","24",1.07308405783836,1.35661171284317,1.55730733405431,0.171855020540747,3.14889866024431,1.04699106147981,-1.01154135706252,1.07938727713594,0.454534729700829,1.04045434257703,2.65245529677139,4
"25","25",1.827585506912,1.27959676894623,1.18400453209184,0.67374643405883,-0.327435284312873,0.864809544328088,0.343331098754651,0.974183287173628,0.629818318846087,-0.296855551114465,-0.128891294630152,3
"26","26",-0.673335570672076,-0.447656701200809,-0.275612496316307,-0.271171820508881,-0.562870242007308,1.04699106147981,-0.673712029241899,1.35846856312293,-0.675426655049773,-0.59645128607641,-0.545738722130395,3
"27","27",0.0223640578231098,-0.587169602797298,-0.49151324574899,-0.551594407653384,-0.595887438272216,-1.59914116259377,-0.681127306144481,-1.53841031676843,-0.0274936943575724,-0.148265562926521,-0.312747038627236,2
"28","28",-0.694543923418807,-0.525626411528524,-0.359399367629975,-0.458097476165732,-0.41477862862106,1.04699106147981,-0.795374018938071,1.35846856312293,-0.336634546977334,-0.137428139900198,-0.548339201953913,3
"29","29",2.68593461310157,-0.45354005777015,-0.428842763950356,-0.515168693062406,0.368849989019298,-0.0114611930776316,-0.681127306144481,-0.595107136763626,3.34671684277969,1.48622430714086,-0.0671897980413277,4
"30","30",-0.744396637785911,-0.588107189501576,-0.42570008066662,-0.607889752416003,-0.422758751343994,-0.8053011778357,-0.779031793939578,-0.595107136763626,-0.841544831744407,-0.596249639523921,-0.564567438053176,2
"31","31",5.0832193908819,0.789212367015567,0.0653404160249282,1.55538809309183,0.827860056735427,1.04699106147981,-0.681127306144481,1.35846856312293,1.41859736218186,0.5946843780132,0.840397725942686,4
"32","32",-0.195889185276256,-0.00318903610454724,-0.309399120190795,0.344844420003846,-0.629328195964936,1.04699106147981,-1.01154135706252,1.35846856312293,-0.509522118415974,-0.594035527490353,-0.397047435188483,3
"33","33",2.48387023781755,-0.482652124937966,-0.355263768255032,0.0876670922777489,-0.138207145004394,-1.86375660775308,-1.01154135706252,-1.09367796550154,-0.509522118415974,-0.445445539302409,-0.0262202252448407,2
"34","34",-0.694560454507679,-0.336463606007021,-0.164691724919234,-0.516842067244522,-0.63582533294278,0.782378791680436,2.29257536249655,-0.936541058707813,-0.854475986379968,-0.662657846232638,-0.473879663612821,3
"35","35",0.936920609050235,-0.37842529895696,-0.365318292198955,-0.1051955048078,1.66132528189988,1.04699106147981,-0.236544165199084,1.35846856312293,0.697505849001849,0.600422191578678,2.39579295722527,4
"36","36",0.0417908971089296,0.102215260511283,0.220021203710541,-0.376096231693733,-0.666415431469507,0.529400573413249,-0.22580305058693,0.346363704297712,-0.991556326838602,-0.742625515678298,-0.498719362060715,3
"37","37",2.81784685695643,0.159817074373922,-0.0387395456484695,0.237876973616592,3.584422046425,0.573043701574139,-0.299417534667916,0.945267460376871,2.7332271729534,0.743274366201144,-0.0551364170261032,4
"38","38",1.19206395351485,0.48099948971843,0.449717333985795,0.109580185403986,0.107967766992525,0.253151076721745,0.640517002717015,0.521221356173144,0.454534729700829,0.148914413449367,-0.0615119905284653,3
"39","39",2.2609454352328,-0.539352680879147,-0.429178880625044,-0.261070987165503,0.70292197155111,-1.86375660775308,-1.01154135706252,-0.994695932440175,0.454534729700829,0.891864354389088,-0.192972656728237,2
"40","40",-0.0759474350921585,-0.183426016201329,0.0348087995387287,-0.00944405541071238,2.27648861925385,-1.86375660775308,-1.01154135706252,-1.47710462664586,0.454534729700829,0.000324425261422972,6.3092268075561,4
"41","41",-0.435853360090556,0.326016018736824,0.297909228243511,0.0172056474524996,0.80338468521805,-0.524700313415688,-0.157926671113157,-0.998174881884132,-0.0274936943575724,-0.445445539302409,0.438794247963811,2
"42","42",-0.37743269598732,0.0806687187260307,-0.0733229903145167,0.111726818414475,0.345728102642356,-0.276076638236947,0.310106916735864,-0.874191771739439,-0.0274936943575724,0.743274366201144,-0.18427334857757,2
"43","43",1.21959490800748,-0.539437063682532,-0.429288882445851,-0.652577100661592,1.47215751348741,-1.86375660775308,-1.01154135706252,-1.71143897868922,1.20623877896101,1.16908639638073,-0.320308982718831,2
"44","44",-0.100413991661119,-0.389514305236529,-0.4619821226985,-0.300727040401449,0.0032854037718154,0.876426938618249,-0.574587153676421,0.71951707507679,-0.991556326838602,-0.742625515678298,-0.489469046165881,3
"45","45",1.80226951099201,0.0801296063710712,-0.266742858566761,0.466146043470921,1.98561388375333,1.04699106147981,-0.0203071341821789,1.35846856312293,2.19781594098605,2.99476843149635,-0.126262378590575,4
"46","46",0.323672278665057,-0.43012382983082,-0.494568851882517,-0.338155761569176,-0.625048858603789,-1.06991662299501,-1.01154135706252,-0.874191771739439,-0.509522118415974,-0.594035527490353,0.0786659757230838,2
"47","47",-0.526773704746828,-0.583541142251744,-0.196848645913562,-0.596943047954136,-0.223413802676823,-0.937608900415357,0.441488221723226,-1.15327305772642,-0.750539222627288,-0.742625515678298,-0.559304205071183,2
"48","48",1.12598116579903,0.0238895517846726,-0.0779127307656438,-0.0159555063533303,0.245177052706472,0.884792674662635,-0.17212106048051,1.18740115792561,1.41859736218186,0.148914413449367,0.335603634984789,3
"49","49",-0.644430939651529,0.485710862907424,0.303512691708806,0.389755129479842,-0.142206452245256,1.04699106147981,1.30134113961621,1.35846856312293,0.0854197355626903,0.113005219144816,0.258198790174221,3
"50","50",-0.339467537465375,-0.397073898505039,-0.243703588319969,-0.456570361213678,-0.377749325529664,-1.59914116259377,-0.681127306144481,-1.27801476051271,-0.991556326838602,-0.594035527490353,-0.417116756514507,2
"51","51",1.6172478642816,-0.212406821230546,-0.159020519935408,-0.433293187924109,3.41837965020842,-0.143768915657289,0.144899891276842,-1.15327305772642,3.58773394699101,4.60661405908769,2.18094774589986,4
"52","52",-0.236002119205943,0.821952894728936,0.803904863347416,0.275612695686494,-0.561663436353207,-0.0114611930776316,0.970927088698166,-0.31602585077664,-0.823574558749166,-0.690844109918989,-0.136796680420816,3
"53","53",-0.00182650980222729,0.443696145641953,0.450516227361924,0.0186794185707389,-0.558816063510966,1.04699106147981,0.64839564298111,1.18071812386425,-0.0274936943575724,-0.445445539302409,-0.381226221539447,3
"54","54",-0.531475084557787,0.292858653704589,0.655695743446834,-0.241643595769627,0.245367113227163,-0.0114611930776316,1.30134113961621,0.426523660249916,-0.830878257364393,-0.742625515678298,0.453637724199284,3
"55","55",-0.751806366442317,-0.48966058555244,-0.486135885819298,-0.371872510425029,-0.555763162265757,-0.0114611930776316,-0.711650149367136,0.242140070186158,-0.548252412134194,-0.507172104902204,-0.47610055635729,3
"56","56",-0.123863850666162,-0.0331027399045203,0.230770932094067,-0.629875414464476,1.68023892737448,-1.33452889279439,-0.35071722016333,-1.62572289351533,0.109176842871267,0.17585829438364,1.02784052050907,2
"57","57",0.988930967736972,-0.488127631290946,-0.36240166418295,-0.410053326885818,-0.390650127998532,-1.33452889279439,-0.35071722016333,-1.28654081447461,0.936568938123457,-0.148265562926521,0.0172997894962271,2
"58","58",0.392953792630725,1.81099904527069,2.37286694472941,-0.238657635695553,-0.371813371063309,0.782378791680436,2.29257536249655,-0.31602585077664,-0.361907948459992,-0.308934993396459,1.34044251848049,3
"59","59",1.15533896724757,0.410634909712145,0.415905809916475,0.00306876259177066,-0.605705309121384,0.63164420569084,1.07280118024483,0.532655053439638,-0.421883216025458,-0.445445539302409,-0.355984682663289,3
"60","60",1.88787791562728,-0.527632847075678,-0.30095299778272,-0.462907732335834,-0.244279279575853,-0.8053011778357,-0.150229441524229,-0.874191771739439,0.454534729700829,-0.296855551114465,0.108573848910184,2
"61","61",0.148953017820201,-0.582012875923772,-0.484790912255231,-0.257266482732041,0.299821180025739,-1.59914116259377,-0.681127306144481,-1.44398956385689,-0.152111390739684,-0.0183185446879897,0.591606493508963,2
"62","62",-0.00658292509282632,-0.603952404803865,-0.513391385665042,-0.575812470362891,-0.378240830546838,-1.86375660775308,-1.01154135706252,-1.71143897868922,0.447833480205747,0.0460875544212103,-0.503351260434302,2
"63","63",-0.365553818434655,0.314413297389498,0.4806226280582,-0.346632685830329,1.13602936993274,-0.218271480264363,-0.0349550097773084,-0.561423967218942,1.68152563808186,0.148914413449367,0.889361155557841,4
"64","64",-0.751569763188345,-0.241200108918907,-0.0405057804404391,-0.34314928367758,-0.545803551030027,-1.86375660775308,-1.01154135706252,-1.39538683734208,-0.735596606418636,-0.43697834672109,0.0196595331571073,2
"65","65",0.170491333294434,0.249926558515723,-0.275074264827502,1.40122387840659,0.0635358213353862,1.04699106147981,-0.318044209053261,1.35846856312293,-0.991556326838602,-0.296855551114465,0.653182943868529,3
"66","66",0.0907189591342566,-0.441688961828083,-0.355104876736088,-0.622365476591449,-0.33926056455419,-0.276076638236947,-0.0203071341821789,-1.43235434371341,0.609447248642955,-0.0506236930424085,-0.3516647475357,2
"67","67",-0.365426589567484,-0.102258355176413,-0.266179765625406,0.027851072051443,-0.274397989125197,0.694978768725614,0.781131828398681,0.583262342607878,-0.750539222627288,-0.742625515678298,-0.569640020960235,3
"68","68",0.0032842203512727,-0.0691125640779514,-0.17376701531987,-0.0626378026645791,-0.528996910682387,0.188870675124591,-0.575365800547695,0.18018950785696,0.936568938123457,0.000324425261422972,-0.433634400082091,3
"69","69",1.16466419373436,-0.511459476426892,-0.437367905062896,-0.638347215549124,0.764096427534262,-0.0114611930776316,-1.01154135706252,-0.036944564789655,0.293546222725007,1.32775069070023,1.75407440882872,4
"70","70",0.0625171538706127,0.00430228166262985,0.279532294772888,-0.490215175137133,-0.464387563166485,-1.06991662299501,-0.0203071341821789,-1.15419484230014,-0.0243094677277836,-0.0945574101664513,-0.0594675147330482,2
"71","71",1.88488557110316,-0.438515230834103,-0.210610775368613,-0.249255933752576,-0.411516155745663,0.782378791680436,-0.785130245394797,0.800302642160129,0.454534729700829,-0.296855551114465,-0.175329875013892,3
"72","72",0.683557075581064,1.48549238121315,0.463113111275176,2.49312955118711,12.5099590435713,-0.0114611930776316,0.640517002717015,-0.036944564789655,3.34671684277969,3.12071417720825,9.12692760820799,4
"73","73",-0.43942993265318,-0.0940340323836441,-0.197069375546213,-0.0795303195058613,-0.000220834992866419,0.913552897698897,0.802813594464697,0.494693500555355,-0.750539222627288,-0.445445539302409,-0.305745909454886,3
"74","74",0.115210809269791,-0.300314950623603,-0.246404744142007,-0.483340082142481,-0.0177309890342252,-0.540688908036323,-0.945457753891537,-0.650924733556554,-0.44992131890642,-0.272952900796914,-0.31314800732962,2
"75","75",-0.498926503462148,-0.263730317422695,-0.238117940307882,-0.410871549934966,-0.628427800964318,-1.26236248746,-0.981502995172358,-1.38161381398343,-0.525411788086378,-0.503302171930411,-0.169473812159775,2
"76","76",2.06420002005417,-0.371585603949255,-0.401372864809951,-0.369208887265417,2.01630594841116,0.517763346521121,-0.681127306144481,0.521221356173144,2.02671821463505,2.49048557796423,0.0669685217687706,4
"77","77",0.0760844244966561,-0.350846186050637,-0.183440924154554,-0.161033275225458,-0.498581856681742,1.04699106147981,2.6229854484777,-0.447676850086596,-0.661164253244337,-0.64077953045134,0.401806388593983,3
"78","78",-0.476569239076729,-0.484972652031053,-0.449452773879009,-0.360633594139745,-0.516644293970489,0.253151076721745,-0.681127306144481,0.242140070186158,-0.681808797526423,-0.504089243891991,-0.123304010930277,3
"79","79",-0.1749903974212,-0.0745706546265986,-0.489742263438447,0.505375900037237,-0.695938644667847,1.04699106147981,-0.823595599088386,1.24549516549052,-0.991556326838602,-0.742625515678298,-0.60996246899918,3
"80","80",2.41700196408989,-0.452785300473207,-0.316329234901634,-0.103819066996187,1.52470532651125,-0.276076638236947,0.970927088698166,-0.659642906173816,0.936568938123457,0.148914413449367,-0.0592027979940264,4
"81","81",-0.746660463227068,-0.520202472444279,-0.529274426347114,-0.490285732406787,-0.414373778705313,-0.0114611930776316,-0.681127306144481,-0.036944564789655,-0.824104281378728,-0.589848855979261,-0.496543712752508,2
"82","82",-0.715763457885646,-0.246711440359547,-0.174138390173134,-0.48773280824719,0.731796752719472,-0.656406087833888,-0.584021023452085,-0.797423750931236,-0.509522118415974,-0.148265562926521,-0.579826521426294,2
"83","83",-0.75318902769689,-0.57261356921339,-0.536613992279845,-0.60243887801764,-0.129344230927969,-0.8053011778357,-0.681127306144481,-1.15327305772642,-0.574867125610359,-0.441765789286967,-0.547552157079554,2
"84","84",-0.734582595410092,-0.449344357268508,-0.178677165203406,-0.275217830371583,-0.612561794141178,-0.540688908036323,-0.424924562180022,-0.595107136763626,-0.791772192719943,-0.560663458835197,-0.369563766944469,2
"85","85",0.176011805371966,1.66941407705775,2.20557250891882,-0.270430052034052,-0.572146075484028,1.04699106147981,2.6229854484777,-0.874191771739439,-0.991556326838602,-0.742625515678298,1.07886857876757,3
"86","86",-0.690107418179533,-0.0500261799167289,0.208709455810004,-0.179094868908512,-0.377232918701825,1.04699106147981,2.6229854484777,0.160520483242811,-0.991556326838602,-0.68857880366281,-0.179812953380976,3
"87","87",2.64604814845081,0.11685487757762,0.329308118688039,-0.541984747319095,2.01115190470381,1.04699106147981,1.96216131157851,1.35846856312293,2.86468841872129,2.52635422445647,0.964528179027828,4
"88","88",3.18064864253148,0.423553552347349,0.25208684048155,0.335313818993925,1.82958272348928,1.04699106147981,1.63175122559736,1.35846856312293,2.86468841872129,2.22917424808058,0.423092140034245,4
"89","89",1.18716910310299,-0.613890823869206,-0.526347155671195,-0.551159339781782,-0.66400579949827,-1.86375660775308,-1.01154135706252,-1.61617080515844,-0.991556326838602,-0.742625515678298,-0.249338547408473,2
"90","90",2.18438361462288,-0.17467987094193,-0.292549416446246,-0.0972777650909076,0.601935117437011,0.208540434063643,-0.201770577009905,-0.119942870583281,0.936568938123457,1.18904433076498,-0.101452152072657,4
"91","91",3.75792055961145,1.75589238672678,0.14761566677627,3.72161053466642,-0.534893625760349,1.04699106147981,-0.35071722016333,1.07938727713594,-0.991556326838602,-0.742625515678298,1.59273094321588,3
"92","92",0.196045289533981,-0.151173033574184,-0.415184204533492,0.184611190524545,1.3861380316291,0.758322264782328,-0.981502995172358,0.749562112430145,1.68152563808186,2.22917424808058,0.435123382319262,4
"93","93",-0.11930337140046,-0.613586108190316,-0.525949926873837,-0.467593204658726,-0.474372648759598,-1.86375660775308,-1.01154135706252,-1.35673542084311,-0.991556326838602,-0.742625515678298,-0.467875718763771,2
"94","94",-0.125921887045458,-0.444843941087976,-0.305976841321245,-0.610439625727079,0.533887534319288,-1.59914116259377,-0.681127306144481,-1.71143897868922,0.469557850854021,0.160807781334435,0.208144759047138,2
"95","95",0.365608098035202,-0.534974150970171,-0.423471008367616,-0.66519155605502,0.526213319585106,-1.33452889279439,-0.35071722016333,-1.4192228887631,0.276462511231191,0.400978804616328,0.359494937543673,2
"96","96",-0.206708400020229,-0.174435200874859,-0.410220521958928,0.11971361612487,-0.656072594627738,0.963505450635421,-0.189786561269155,0.98617971914725,-0.991556326838602,-0.742625515678298,-0.567655288595914,3
"97","97",0.0242827436271267,-0.288341968409979,-0.101960130997929,0.0518942964222351,-0.378965383790863,-0.0114611930776316,1.30134113961621,-0.31602585077664,-0.671960452444433,-0.593153161727917,-0.476061969454371,3
"98","98",0.93142196547604,-0.0306463245220537,-0.191984454357896,0.0630847425964822,0.115876048529944,0.650304952046838,-0.472288416069396,0.772741661894292,1.41859736218186,0.000324425261422972,0.152008691191972,3
"99","99",-0.752745621310071,-0.597951849896489,-0.163093571450039,-0.6314914766151,-0.602926972332603,-1.33452889279439,-0.547152305352028,-1.43235434371341,-0.770881103272403,-0.526011042318703,-0.54487077453486,2
"100","100",-0.561285041703825,-0.194291835350466,-0.351619738341452,-0.0356615996258378,-0.670976939680724,0.560078171710724,0.384941024865756,0.358849094822387,-0.64724783064079,-0.742625515678298,-0.572420340076824,3
"101","101",-0.752664878553683,-0.625610657672675,-0.541625186338829,-0.653168618255441,-0.352332626623505,-1.77555145936664,-0.901403340089843,-1.21412512410119,0.181722701069253,-0.0667660775205578,-0.610925942560682,2
"102","102",-0.743756387136046,-0.00385941059810567,-0.403476958632205,0.792793906386428,-0.35450801709052,1.04699106147981,-0.573752557071796,1.35846856312293,-0.829853238797567,-0.510103239613911,-0.374209648491646,3
"103","103",0.947840775811554,0.688792143053927,0.387529637956258,0.722112361868275,0.17569263044416,0.782378791680436,2.29257536249655,0.800302642160129,-0.329367680076116,-0.123830313494731,2.54672427725007,3
"104","104",-0.754710167849026,-0.452175869115426,-0.390334138335793,-0.282006135807895,-0.377279653391492,1.04699106147981,-0.46796051095789,1.35846856312293,-0.773646153426506,-0.443880306720693,0.0443340294536435,3
"105","105",-0.340303353725213,0.427912896219185,0.165327913693117,0.505320271333034,-0.268639423553627,1.04699106147981,0.536036901317125,1.26605800454987,-0.991556326838602,-0.742625515678298,0.15218887775226,3
"106","106",0.419514159963656,-0.256201496187347,-0.0600616596950105,-0.549939668003133,-0.249479667907483,-1.33452889279439,-0.35071722016333,-1.46003544103409,0.454534729700829,0.000324425261422972,-0.436147914115164,2
"107","107",-0.558422910230222,-0.193551952607526,-0.193944283417801,0.338022397818678,-0.159729250826489,1.04699106147981,-0.798532100491226,1.35846856312293,0.282383328698608,0.0103970724682722,-0.241071984698868,3
"108","108",1.64373924063238,-0.195712405438448,-0.228310576730182,-0.265840851080638,1.92077963770827,0.471504101859313,0.0462453767612782,0.391825646965754,1.90062578624026,5.05238402365152,-0.191444508141724,4
"109","109",-0.155311320485287,-0.436358781414265,-0.445288036160997,-0.443734141153138,-0.514709494670973,-0.0114611930776316,-0.681127306144481,-0.31602585077664,-0.991556326838602,-0.594035527490353,-0.420850877350806,2
"110","110",2.44123816779592,1.46462170117594,1.10937380851609,1.2545784987162,2.77638832372798,1.04699106147981,2.29257536249655,1.35846856312293,1.90062578624026,2.22917424808058,3.12850371850132,4
"111","111",-0.679861091485766,0.000162836363244698,-0.19595668687748,0.144252242144089,-0.469846798857727,0.782378791680436,-0.0203071341821789,0.800302642160129,-0.344417120278613,-0.135513560479611,-0.323519210110826,3
"112","112",0.877389456400221,0.754244474058145,0.911705805697101,-0.084965337753755,-0.225986791389928,-0.463575306945787,0.298940297411408,-1.25244618307017,-0.991556326838602,-0.594035527490353,2.00775018368763,2
"113","113",1.80566025071704,0.683354140169117,-0.0300433850392435,1.47701912983455,0.50169676706033,1.04699106147981,-0.35071722016333,1.35846856312293,0.454534729700829,0.297504401637311,-0.0989603604127967,3
"114","114",2.35193470833363,0.224183360344445,0.0197085295114376,0.284699786216917,0.913440386117724,0.686051198584214,0.183853747585321,0.234337053608679,-0.0274936943575724,0.743274366201144,-0.178936620645571,4
"115","115",-0.67066089975905,0.0723757643266964,0.21149616860378,-0.43195575688616,-0.297863443581178,-0.0114611930776316,0.310106916735864,-0.874191771739439,-0.804004777038426,-0.541182691630814,0.0304363993080046,2
"116","116",-0.427796909106407,-0.144830259519746,-0.145649187495095,-0.295874958503936,-0.40378234494635,1.04699106147981,0.970927088698166,1.35846856312293,-0.507008547828835,-0.49393417192725,-0.429349969227567,3
"117","117",-0.647367109549851,0.447822984187571,0.0547829351972675,1.87566349047359,-0.490997280082795,-0.276076638236947,-0.68656366942672,-0.31602585077664,-0.6823214851234,-0.647301415501296,-0.203433291679962,3
"118","118",0.103980273287249,-0.213431853495928,-0.297321159927324,-0.181406754733623,-0.435348937517371,0.477739965552116,-0.437825796212154,0.479008464900218,-0.0274936943575724,0.5946843780132,-0.382653277888167,3
"119","119",-0.72858437467175,-0.402933815406773,-0.159927209620086,-0.163952559147267,-0.608233404415507,-1.59914116259377,-0.515507670722921,-1.43235434371341,-0.810939070831142,-0.556791329498557,0.0599949108247114,2
"120","120",0.52586983879958,0.273187340653621,0.126437608162664,0.20590089469148,-0.467897220029922,0.280465025623892,-0.00647989611514109,0.370375201047103,0.454534729700829,-0.296855551114465,-0.298164183227482,3
"121","121",3.33633120721663,2.517301861337,1.95179830831715,2.22901501848293,0.102608928682065,1.04699106147981,2.29257536249655,1.35846856312293,1.41859736218186,0.5946843780132,0.0320000107390267,4
"122","122",-0.0505848837889832,-0.0844402998972338,0.163847046557564,-0.338478046391795,0.874324439386128,-1.33452889279439,-0.35071722016333,-1.6216638111871,0.16569959822632,0.631083289460564,1.05754575315328,2
"123","123",0.262023207493309,1.98127885456804,0.356785919583767,5.55199167980413,-0.387674214541663,1.04699106147981,0.384046983136651,1.35846856312293,-0.824488638264429,-0.575787763435136,0.610695119767717,3
"124","124",0.628704041165871,0.399542679847228,0.40935764616316,-0.0114814033606037,-0.230589305082663,0.620369123460087,1.06447065697394,0.514090583006749,-0.509522118415974,-0.594035527490353,-0.252244753754021,3
"125","125",6.08761891475585,1.31608811570336,1.58461025180784,0.0244913524544386,1.52106828675734,0.147118908136624,0.320318646980521,-0.0148202971956979,0.454534729700829,0.446094389825255,0.43864111489932,4
"126","126",0.396122576366187,5.20732249871248,7.06221400966893,1.33915374595906,0.215529701662376,0.782378791680436,2.29257536249655,0.495188580394922,1.37363362397253,0.982104195172437,3.39460360512557,1
"127","127",-0.727372122081144,-0.0853375048550357,-0.19203588328775,-0.067938064018821,-0.582383754599559,0.620928082352323,0.533576101085467,0.471323196810258,-0.750539222627288,-0.742625515678298,-0.486859168964758,3
"128","128",1.28749354809078,0.282582703425708,0.104513286656741,0.268745717836185,1.63175724159826,0.517763346521121,-0.681127306144481,-0.036944564789655,1.16658700280316,1.30404384032509,-0.273329184158866,4
"129","129",4.61708062577631,-0.56436749414927,-0.461788309282042,-0.36946610177195,3.33674834117831,-1.86375660775308,-1.01154135706252,-0.88679776803364,1.41859736218186,1.18904433076498,0.27964008098764,4
"130","130",-0.721622347291043,-0.246280166836159,-0.178337885018892,-0.478975723391465,0.641885420590566,-0.610171675207569,-0.582606729160868,-0.761449109528098,-0.991556326838602,-0.445445539302409,0.228800978225494,2
"131","131",-0.698893012179312,-0.209790954325612,0.000439341748819563,-0.33427084419947,-0.581974503528435,-1.33452889279439,-0.35071722016333,-1.21019148620643,-0.991556326838602,-0.742625515678298,-0.0260089326169595,2
"132","132",1.47606507584171,-0.0390939189448535,-0.339014054836936,0.313229348493341,1.60777681717142,0.517763346521121,-0.35071722016333,0.800302642160129,1.1411346003177,1.29909017924305,0.037964059888004,4
"133","133",-0.74332797629987,-0.517506910669481,-0.488903764742507,-0.438631673159619,-0.600053545905836,-0.276076638236947,-0.787727250787669,-0.31602585077664,-0.636284787022009,-0.578352597738293,-0.509676281776103,2
