CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,MONTHLY_AVERAGE_PURCHASE,LIMIT_USAGE,PAYMENTS_TO_MINIMUM_PAYMENT_RATIO,AVERAGE_AMOUNT_PER_PURCHASE,MONTHLY_CASH_ADVANCE,MONTHLY_INSTALLMENTS_PURCHASES,MONTHLY_ONEOFF_PURCHASES,MONTHLY_CASH_ADVANCE_TRANSACTION
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,864.2065423050814,0.0,12,104.42333333333333,0.9063045365000001,0.0,78.3175,133.69364164508667,47.7544350268379,104.42333333333333,133.6937486
C10062,1879.1140329999998,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.1058360000001,0.0,12,56.499887000225996,0.28909446661538457,6.403300841700944,56.5,350.52585087688766,47.7544350268379,56.499887000225996,254.79644259747585
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,66.2002648010592,0.972371063125,0.4038190773289321,66.2,350.52585087688766,47.7544350268379,66.2002648010592,254.79644259747585
C10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.4516480000001,897.905444,0.0,12,58.90431937389679,0.9766999927777779,0.865850244249104,37.484545454545454,350.52585087688766,43.55991288017424,81.3025813025813,254.79644259747585
C10070,1576.3050289999999,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,77.08770577942487,0.6305220116,1.5303117311668972,inf,76.58164813468149,47.7544350268379,132.6213775489032,63.81809116666667
C10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,35.55555555555556,0.3858731193333333,7.565785432914596,40.0,350.52585087688766,39.99998000001,132.6213775489032,254.79644259747585
C10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,30.606234696882648,0.0034715125999999997,2.944305663692008,18.834615384615383,350.52585087688766,29.234302419601384,20.104959790080418,254.79644259747585
C10093,4037.3056579999998,1.0,45.0,45.0,0.0,104.23806400000001,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12,45.00018000072,0.8971790351111111,1.10826623221584,45.0,104.23848095392381,47.7544350268379,45.00018000072,104.23806400000001
C10097,1321.4760800000001,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.84043899999995,312.560636,0.0,12,45.650182600730396,0.7341533777777779,1.4104157345008728,45.65,495.6599166396665,47.7544350268379,45.650182600730396,495.657934
C10098,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400.0,0.0,864.2065423050814,0.0,12,202.7995944008112,0.54488243375,0.0,202.8,350.52585087688766,47.7544350268379,202.7995944008112,254.79644259747585
C10099,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,864.2065423050814,0.0,12,71.11333333333333,0.97061907,0.0,71.11333333333333,350.52585087688766,47.7544350268379,71.11333333333333,254.79644259747585
C10109,862.0723800000001,1.0,0.0,0.0,0.0,920.3098050000001,0.0,0.0,0.0,0.083333,1,0,4000.0,2236.8902550000003,214.828158,0.083333,12,77.08770577942487,0.21551809500000002,10.41246303941218,inf,920.313486253945,47.7544350268379,132.6213775489032,920.3098050000001
C10110,2441.542991,1.0,808.0,808.0,0.0,959.8572630000001,0.25,0.25,0.0,0.333333,6,4,4000.0,532.741699,1026.976,0.0,12,269.3333333333333,0.61038574775,0.5187479541878292,202.0,239.96455571455576,47.7544350268379,269.3333333333333,159.9762105
C10113,1246.624558,1.0,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2,10,2000.0,577.050373,498.36541900000003,0.0,12,52.96247351876323,0.623312279,1.1578860631178745,42.37,412.4007076028304,41.01,88.81982236035526,206.199529
C10116,3393.351236,1.0,0.0,0.0,0.0,1008.3486720000001,0.0,0.0,0.0,0.083333,2,0,4200.0,0.0,864.2065423050814,0.0,12,77.08770577942487,0.8079407704761905,0.0,inf,1008.3527054108216,47.7544350268379,132.6213775489032,504.17433600000004
C10124,2662.629852,1.0,0.0,0.0,0.0,509.023801,0.0,0.0,0.0,0.333333,4,0,3000.0,932.4188550000001,709.2070160000001,0.0,12,77.08770577942487,0.887543284,1.3147343920241195,inf,127.2560775060775,47.7544350268379,132.6213775489032,127.25595025
C10128,2876.396444,1.0,0.0,0.0,0.0,998.84867,0.0,0.0,0.0,0.166667,2,0,3200.0,1065.426905,1412.648089,0.0,12,77.08770577942487,0.89887388875,0.7542054622777322,inf,499.4233361533276,47.7544350268379,132.6213775489032,499.424335
C10138,24.28497,0.636364,250.6,0.0,250.6,0.0,0.583333,0.0,0.5,0.0,0,7,3000.0,319.762903,173.63200600000002,0.0,12,35.80002045715455,0.00809499,1.8416126747968342,35.8,350.52585087688766,41.766666666666666,132.6213775489032,254.79644259747585
C10140,231.10899500000002,1.0,440.0,0.0,440.0,0.0,0.916667,0.0,0.916667,0.0,0,22,4000.0,554.116542,185.091037,0.0,12,39.99998545455074,0.05777724875,2.993751350585388,20.0,350.52585087688766,39.99998545455074,132.6213775489032,254.79644259747585
C10143,706.132889,1.0,897.86,714.52,183.34,586.268966,0.916667,0.333333,0.916667,0.25,3,18,1200.0,972.358048,184.524376,0.0,12,81.62360668232483,0.5884440741666667,5.269537115248124,49.88111111111111,195.42298866666667,16.667266666448484,178.63017863017862,195.42298866666667
C10146,947.13081,1.0,197.06,148.66,48.4,0.0,0.333333,0.25,0.166667,0.0,0,5,1000.0,492.20041900000007,509.384182,0.0,12,49.265049265049264,0.94713081,0.9662656132498438,39.412,350.52585087688766,24.1999516000968,49.553333333333335,254.79644259747585
C10147,764.042156,0.818182,0.0,0.0,0.0,1307.102516,0.0,0.0,0.0,0.166667,3,0,7500.0,1566.8068970000002,172.959728,0.0,12,77.08770577942487,0.10187228746666667,9.0587960279401,inf,653.5499509000981,47.7544350268379,132.6213775489032,435.70083866666664
C10165,1046.37041,1.0,295.0,295.0,0.0,93.579809,0.083333,0.083333,0.0,0.083333,1,2,1200.0,439.407082,362.838185,0.0,12,295.00118000471997,0.8719753416666667,1.2110276706405638,147.5,93.58018332073327,47.7544350268379,295.00118000471997,93.579809
C10166,2737.367678,1.0,0.0,0.0,0.0,429.69116399999996,0.0,0.0,0.0,0.416667,5,0,3000.0,778.827993,721.798576,0.0,12,77.08770577942487,0.9124558926666667,1.0790101544894153,inf,85.93816404946874,47.7544350268379,132.6213775489032,85.9382328
C10168,871.5689769999999,1.0,648.22,115.0,533.22,0.0,1.0,0.083333,1.0,0.0,0,27,1200.0,1110.886425,208.298424,0.0,12,54.01833333333334,0.7263074808333333,5.333148487959755,24.00814814814815,350.52585087688766,44.435,115.00046000184,254.79644259747585
C10169,1610.040203,1.0,557.19,525.64,31.55,0.0,0.25,0.083333,0.166667,0.0,0,5,4000.0,422.71184800000003,616.0058389999999,0.0,12,185.73000000000002,0.40251005075,0.6862140279160569,111.43800000000002,350.52585087688766,15.7749684500631,525.6421025684102,254.79644259747585
C10181,1608.451822,1.0,0.0,0.0,0.0,205.737165,0.0,0.0,0.0,0.166667,2,0,1800.0,470.56598399999996,408.799147,0.0,12,77.08770577942487,0.8935843455555555,1.1510933607696592,inf,102.86837676324647,47.7544350268379,132.6213775489032,102.8685825
C10192,1706.014379,1.0,147.78,0.0,147.78,1657.090283,0.166667,0.0,0.166667,0.25,4,2,6000.0,1186.0627650000001,374.595505,0.0,12,73.88985222029555,0.28433572983333333,3.1662493253889954,73.89,552.3634276666667,73.88985222029555,132.6213775489032,414.27257075
C10193,874.583247,1.0,516.54,159.07,357.47,0.0,1.0,0.333333,0.916667,0.0,0,30,900.0,579.749308,693.894717,0.0,12,43.044999999999995,0.9717591633333333,0.8355003919132015,17.218,350.52585087688766,32.49726091008694,39.767539767539766,254.79644259747585
C10196,966.251742,1.0,311.45,311.45,0.0,955.959749,0.333333,0.333333,0.0,0.083333,1,15,1500.0,277.522439,286.299328,0.0,12,77.86257786257787,0.644167828,0.9693436618894196,20.763333333333332,955.9635728542913,47.7544350268379,77.86257786257787,955.959749
C10197,38.615644,0.727273,280.4,280.4,0.0,0.0,0.25,0.25,0.0,0.0,0,3,6150.0,254.39298399999998,55.79974,0.090909,12,93.46666666666665,0.006278966504065041,4.559035292995989,93.46666666666665,350.52585087688766,47.7544350268379,93.46666666666665,254.79644259747585
C10198,189.687964,1.0,66.14,66.14,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,6000.0,0.0,864.2065423050814,0.0,12,66.14026456105823,0.03161466066666667,0.0,33.07,350.52585087688766,47.7544350268379,66.14026456105823,254.79644259747585
C10208,566.546048,0.909091,405.75,313.75,92.0,1044.6516179999999,0.5,0.166667,0.416667,0.333333,6,12,2000.0,1249.835142,313.052687,0.0,12,67.625,0.28327302400000004,3.992411481841074,33.8125,261.1631656631656,18.399985280011773,156.8746862506275,174.108603
C10214,1570.682346,1.0,645.32,645.32,0.0,1665.331678,0.166667,0.166667,0.0,0.416667,9,2,1800.0,2591.391006,808.217224,0.0,12,322.65935468129067,0.8726013033333334,3.2063050984916894,322.66,333.0660691471447,47.7544350268379,322.65935468129067,185.0368531111111
C10222,75.647479,0.727273,540.0,0.0,540.0,0.0,0.25,0.0,0.166667,0.0,0,3,4000.0,548.967281,48.659935,0.0,12,180.0,0.01891186975,11.281710117368632,180.0,350.52585087688766,269.99946000107997,132.6213775489032,254.79644259747585
C10234,28.461629,1.0,100.0,100.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4000.0,125.76916899999999,104.857518,0.0,12,100.0004000016,0.00711540725,1.199429200679726,100.0,350.52585087688766,47.7544350268379,100.0004000016,254.79644259747585
C10239,1070.999446,1.0,990.7,482.0,508.7,0.0,0.75,0.25,0.583333,0.0,0,13,1400.0,505.31732800000003,438.32401699999997,0.0,12,110.07777777777778,0.7649996042857143,1.1528396994043792,76.20769230769231,350.52585087688766,72.67147009798292,160.66666666666666,254.79644259747585
C10242,2229.8572870000003,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,542.7463,628.2110309999999,0.0,12,45.650182600730396,0.8919429148000001,0.8639553799875891,45.65,350.52585087688766,47.7544350268379,45.650182600730396,254.79644259747585
C10248,1874.716289,1.0,301.1,83.0,218.1,0.0,0.583333,0.166667,0.333333,0.0,0,10,1950.0,586.974046,1089.040271,0.0,12,43.014310293891604,0.9613929687179487,0.5389828655840405,30.110000000000003,350.52585087688766,54.52505452505453,41.499917000166,254.79644259747585
C10256,6.390383,1.0,79.66,0.0,79.66,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,75.896288,75.967742,0.0,12,6.638333333333333,0.004260255333333333,0.9990594165613084,6.638333333333333,350.52585087688766,6.638333333333333,132.6213775489032,254.79644259747585
C10260,996.4822199999999,1.0,675.96,0.0,675.96,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,1851.6024109999998,1382.292833,0.083333,12,56.330000000000005,0.9964822199999999,1.3395153087652591,56.330000000000005,350.52585087688766,56.330000000000005,132.6213775489032,254.79644259747585
C10261,19.508047,1.0,193.14,0.0,193.14,0.0,0.416667,0.0,0.416667,0.0,0,5,2000.0,220.46377,71.965063,0.25,12,38.627969097624714,0.0097540235,3.0634833182873753,38.628,350.52585087688766,38.627969097624714,132.6213775489032,254.79644259747585
C10270,1668.591831,1.0,0.0,0.0,0.0,1716.9412350000002,0.0,0.0,0.0,0.166667,5,0,1800.0,2166.981163,568.063083,0.083333,12,77.08770577942487,0.9269954616666667,3.8146840163524582,inf,858.468900562199,47.7544350268379,132.6213775489032,343.38824700000004
C10282,3905.365959,1.0,150.8,150.8,0.0,1659.19931,0.166667,0.166667,0.0,0.416667,5,2,7500.0,990.524408,989.783286,0.0,12,75.3998492003016,0.5207154612,1.0007487719892656,75.4,331.8395965283227,47.7544350268379,75.3998492003016,331.839862
C10287,1873.0845769999999,1.0,126.57,126.57,0.0,181.139378,0.25,0.25,0.0,0.083333,1,4,2100.0,483.557464,524.426392,0.0,12,42.19,0.8919450366666666,0.9220692767880379,31.6425,181.1401025604102,47.7544350268379,42.19,181.139378
C10292,1129.3375800000001,1.0,498.96,0.0,498.96,72.259355,1.0,0.0,1.0,0.083333,1,12,1000.0,829.505486,1623.389428,0.0,12,41.58,1.12933758,0.5109713490138609,41.58,72.25964403857614,41.58,132.6213775489032,72.259355
C10295,272.711518,0.818182,0.0,0.0,0.0,682.1560509999999,0.0,0.0,0.0,0.083333,2,0,3000.0,2755.877257,144.621645,0.181818,12,77.08770577942487,0.09090383933333333,19.055773131331758,inf,682.1587796351184,47.7544350268379,132.6213775489032,341.07802549999997
C10297,2420.761135,1.0,0.0,0.0,0.0,567.2337980000001,0.0,0.0,0.0,0.083333,2,0,3000.0,871.7133210000001,609.206784,0.0,12,77.08770577942487,0.8069203783333334,1.4308989064048245,inf,567.2360669442678,47.7544350268379,132.6213775489032,283.61689900000005
C10305,41.833264,1.0,456.36,0.0,456.36,0.0,1.0,0.0,0.916667,0.0,0,14,6000.0,370.996177,163.28761799999998,0.333333,12,38.03,0.006972210666666667,2.2720410864221194,32.597142857142856,350.52585087688766,41.48725764099722,132.6213775489032,254.79644259747585
C10311,3621.7020399999997,1.0,674.73,674.73,0.0,1684.9574109999999,0.25,0.25,0.0,0.166667,8,12,4000.0,1139.058595,1403.477006,0.0,12,224.91,0.9054255099999999,0.8115976180089978,56.2275,842.4770205459588,47.7544350268379,224.91,210.61967637499998
C10320,566.908563,1.0,397.06,303.7,93.36,0.0,0.666667,0.166667,0.583333,0.0,0,12,2100.0,0.0,864.2065423050814,0.0,12,49.6324751837624,0.2699564585714285,0.0,33.08833333333333,350.52585087688766,13.337150478371703,151.84969630060738,254.79644259747585
C10324,927.0419609999999,1.0,0.0,0.0,0.0,402.97416400000003,0.0,0.0,0.0,0.333333,5,0,1000.0,719.974244,339.553093,0.0,12,77.08770577942487,0.9270419609999999,2.120358373528348,inf,100.74364174364176,47.7544350268379,132.6213775489032,80.5948328
C10329,40.089221,1.0,225.0,0.0,225.0,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,325.578502,286.122587,0.166667,12,18.75,0.026726147333333335,1.1378986378310636,18.75,350.52585087688766,18.75,132.6213775489032,254.79644259747585
C10336,57.842746,1.0,689.34,0.0,689.34,0.0,1.0,0.0,1.0,0.0,0,24,1500.0,453.84241299999996,148.28357,0.333333,12,57.445,0.038561830666666665,3.0606385656887003,28.7225,350.52585087688766,57.445,132.6213775489032,254.79644259747585
C10339,850.630114,1.0,0.05,0.05,0.0,1700.634586,0.083333,0.083333,0.0,0.333333,7,1,1000.0,1084.281127,367.409536,0.0,12,0.0500002000008,0.8506301140000001,2.951151292382351,0.05,425.1590716590716,47.7544350268379,0.0500002000008,242.94779799999998
C10341,2669.160638,1.0,0.0,0.0,0.0,142.141325,0.0,0.0,0.0,0.166667,2,0,3000.0,642.777061,1122.076137,0.0,12,77.08770577942487,0.8897202126666666,0.5728462087417157,inf,71.07052035895927,47.7544350268379,132.6213775489032,71.0706625
C10351,907.982017,1.0,216.94,216.94,0.0,1011.997944,0.166667,0.166667,0.0,0.166667,5,3,3200.0,222.02316000000002,300.210049,0.0,12,108.46978306043387,0.2837443803125,0.7395593876339562,72.31333333333333,505.99796000407997,47.7544350268379,108.46978306043387,202.3995888
C10353,1254.6691,1.0,361.73,361.73,0.0,198.686744,0.166667,0.166667,0.0,0.083333,1,2,1500.0,535.606816,432.68807999999996,0.0,12,180.86463827072345,0.8364460666666668,1.237858958351707,180.865,198.68753875015497,47.7544350268379,180.86463827072345,198.686744
C10370,214.89654199999998,0.636364,0.0,0.0,0.0,1192.015721,0.0,0.0,0.0,0.083333,1,0,3000.0,2298.902197,214.263752,0.2,12,77.08770577942487,0.07163218066666666,10.729309906791887,inf,1192.0204890819562,47.7544350268379,132.6213775489032,1192.015721
C10371,1543.287931,1.0,0.0,0.0,0.0,36.481832,0.0,0.0,0.0,0.083333,1,0,1800.0,548.589391,529.3404879999999,0.0,12,77.08770577942487,0.857382183888889,1.0363639348139189,inf,36.48197792791171,47.7544350268379,132.6213775489032,36.481832
C10372,601.92037,1.0,983.77,603.77,380.0,0.0,0.666667,0.416667,0.25,0.0,0,15,2400.0,389.411161,219.465695,0.0,12,122.97118851440572,0.2508001541666667,1.7743600474780352,65.58466666666666,350.52585087688766,126.66666666666667,120.75390339687726,254.79644259747585
C10373,1261.05733,1.0,0.0,0.0,0.0,474.42984299999995,0.0,0.0,0.0,0.25,3,0,1500.0,866.865018,354.38100299999996,0.0,12,77.08770577942487,0.8407048866666668,2.4461385081637688,inf,158.14328099999997,47.7544350268379,132.6213775489032,158.14328099999997
C10376,813.068705,1.0,439.38,439.38,0.0,727.658311,0.083333,0.083333,0.0,0.25,8,2,1200.0,237.996469,265.708814,0.0,12,439.38175752703006,0.6775572541666667,0.8957040807837108,219.69,242.55277033333334,47.7544350268379,439.38175752703006,90.957288875
C10390,241.223955,0.909091,180.91,180.91,0.0,0.0,0.166667,0.166667,0.0,0.0,0,6,1400.0,802.858576,220.455533,0.0,12,90.45481909036181,0.172302825,3.6418164020405874,30.151666666666667,350.52585087688766,47.7544350268379,90.45481909036181,254.79644259747585
C10391,1528.571561,1.0,0.0,0.0,0.0,172.931118,0.0,0.0,0.0,0.166667,2,0,1600.0,353.582373,559.030296,0.0,12,77.08770577942487,0.955357225625,0.6324923273925748,inf,86.46538606922786,47.7544350268379,132.6213775489032,86.465559
C10393,566.147105,1.0,0.0,0.0,0.0,187.57235500000002,0.0,0.0,0.0,0.083333,1,0,2000.0,1177.6615769999999,190.365154,0.0,12,77.08770577942487,0.2830735525,6.1863295474759,inf,187.57310529242116,47.7544350268379,132.6213775489032,187.57235500000002
C10399,1526.506915,1.0,46.67,46.67,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,338.413344,642.547142,0.0,12,46.67018668074672,0.8480593972222222,0.5266747322953621,46.67,350.52585087688766,47.7544350268379,46.67018668074672,254.79644259747585
C10403,497.90802699999995,1.0,245.39,0.0,245.39,0.0,0.583333,0.0,0.5,0.0,0,7,4000.0,328.796655,165.308304,0.0,12,35.05573431756247,0.12447700674999998,1.9889905530698566,35.05571428571428,350.52585087688766,40.89833333333333,132.6213775489032,254.79644259747585
C10404,681.95925,1.0,98.0,98.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4000.0,192.36998300000002,221.37594199999998,0.0,12,48.999902000195995,0.1704898125,0.8689742040713712,49.0,350.52585087688766,47.7544350268379,48.999902000195995,254.79644259747585
C10408,201.3504,1.0,600.0,0.0,600.0,0.0,0.5,0.0,0.416667,0.0,0,6,1000.0,249.06630800000002,184.776562,0.0,12,100.0,0.2013504,1.3479323638460163,100.0,350.52585087688766,119.99990400007678,132.6213775489032,254.79644259747585
C10413,2259.431829,1.0,780.64,199.65,580.99,1227.5554849999999,1.0,0.166667,0.833333,0.333333,6,22,3500.0,663.553502,483.836254,0.0,12,65.05333333333333,0.6455519511428571,1.3714422937806559,35.483636363636364,306.8891781391781,58.0990232396093,99.8248003503993,204.5925808333333
C10422,1874.8433940000002,1.0,0.0,0.0,0.0,120.178123,0.0,0.0,0.0,0.083333,1,0,2100.0,444.783009,671.420908,0.0,12,77.08770577942487,0.8927825685714287,0.662450340316182,inf,120.17860371441485,47.7544350268379,132.6213775489032,120.178123
C10436,1452.437463,1.0,0.0,0.0,0.0,114.91871499999999,0.0,0.0,0.0,0.25,3,0,1500.0,331.670616,479.77177400000005,0.0,12,77.08770577942487,0.968291642,0.6913091473363749,inf,38.30623833333333,47.7544350268379,132.6213775489032,38.30623833333333
C10450,981.643409,0.818182,0.0,0.0,0.0,1462.32354,0.0,0.0,0.0,0.083333,2,0,1500.0,2008.9717449999998,277.582819,0.125,12,77.08770577942487,0.6544289393333333,7.237377847221877,inf,1462.3293893175571,47.7544350268379,132.6213775489032,731.16177
C10452,4264.307261,1.0,222.64,0.0,222.64,249.29820800000002,0.916667,0.0,0.833333,0.25,3,11,4500.0,1017.2418550000001,1225.908506,0.0,12,20.239992640002676,0.9476238357777778,0.8297861137444462,20.24,83.09940266666668,22.26400890560356,132.6213775489032,83.09940266666668
C10454,969.2944460000001,1.0,0.0,0.0,0.0,340.249539,0.0,0.0,0.0,0.083333,1,0,1200.0,591.853821,204.676682,0.0,12,77.08770577942487,0.8077453716666667,2.891652411093903,inf,340.2509000036,47.7544350268379,132.6213775489032,340.249539
C10466,1036.595935,1.0,0.0,0.0,0.0,193.73813700000002,0.0,0.0,0.0,0.083333,1,0,1200.0,274.653536,327.072615,0.0,12,77.08770577942487,0.8638299458333334,0.8397325957723486,inf,193.73891195564784,47.7544350268379,132.6213775489032,193.73813700000002
C10475,395.052994,1.0,1239.46,752.28,487.18,0.0,0.666667,0.416667,0.416667,0.0,0,14,1500.0,401.21704700000004,177.766827,0.0,12,154.93242253378872,0.2633686626666667,2.256984915413943,88.53285714285714,350.52585087688766,97.43592205126235,150.45587963529627,254.79644259747585
C10476,1715.459275,1.0,96.75,34.65,62.1,19.141227,0.333333,0.083333,0.25,0.083333,1,7,1800.0,452.22551200000004,411.612521,0.0,12,24.18752418752419,0.9530329305555555,1.0986680164668752,13.821428571428571,19.14130356521426,20.7,34.6501386005544,19.141227
C10481,1122.603377,1.0,883.73,457.62,426.11,0.0,0.833333,0.333333,0.75,0.0,0,26,3000.0,632.0624429999999,568.410749,0.0,12,88.37303534921415,0.37420112566666663,1.111981861905289,33.989615384615384,350.52585087688766,47.345555555555556,114.4051144051144,254.79644259747585
C10482,805.131074,1.0,795.54,167.4,628.14,418.482499,1.0,0.166667,1.0,0.083333,1,20,1700.0,1804.065076,261.258072,0.0,12,66.295,0.4736065141176471,6.905298895415564,39.777,418.4841729366917,52.345,83.6998326003348,418.482499
